Timestamp,TX_ROOM_TEMPERATURE,TX_ROOM_HUMIDITY,MULTIPLEXER_I_CN,MULTIPLEXER_I_Eb-No,MULTIPLEXER_I_LINK_MARGIN,MULTIPLEXER_I_BITRATE,TRANSCODER_BITRATE,PA1_DC,PA2_DC,PA3_DC,PA4_DC,PA5_DC,PA6_DC,PA7_DC,PA8_DC,PA9_DC,PA10_DC,PA11_DC,PA12_DC,PA13_DC,PA14_DC,PA15_DC,PA16_DC,PA17_DC,PA18_DC,EXCITER_A_MER,EXCITER_B_MER,TRANSMITTER_FWD_POWER,TRANSMITTER_REFLECTED_POWER,PA1_FWD_POWER,PA1_TEMP,PA2_FWD_POWER,PA2_TEMP,PA3_FWD_POWER,PA3_TEMP,PA4_FWD_POWER,PA4_TEMP,PA5_FWD_POWER,PA5_TEMP,PA6_FWD_POWER,PA6_TEMP,PA7_FWD_POWER,PA7_TEMP,PA8_FWD_POWER,PA8_TEMP,PA9_FWD_POWER,PA9_TEMP,PA10_FWD_POWER,PA10_TEMP,PA11_FWD_POWER,PA11_TEMP,PA12_FWD_POWER,PA12_TEMP,PA13_FWD_POWER,PA13_TEMP,PA14_FWD_POWER,PA14_TEMP,PA15_FWD_POWER,PA15_TEMP,PA16_FWD_POWER,PA16_TEMP,PA17_FWD_POWER,PA17_TEMP,PA18_FWD_POWER,PA18_TEMP
2025-07-23T07:00,21.7,38,16.37,13.86,10.87,27.53,27.24,43.6,43.14,43.46,43.51,43.45,43.57,43.48,43.46,43.51,43.52,43.44,43.41,43.48,43.49,43.62,43.66,43.59,43.58,39,36,17269,36,845.7,48,1069.6,48,758.3,48,985.7,47,969.4,48,785.8,46,840.3,47,717.9,47,1068.7,48,918.9,47,1075.1,48,979,48,1012.6,48,1061,48,859.2,48,883.5,48,812.1,48,1069.6,49
2025-07-23T07:30,22.4,40,16.28,13.77,10.78,27.18,27.39,43.68,43.09,43.49,43.54,43.47,43.56,43.48,43.48,43.57,43.46,43.44,43.44,43.49,43.44,43.6,44.1,43.57,43.54,39,36,17975,37,903.7,46,1071.5,47,803.1,46,1044.3,46,1017.4,47,832.1,45,887.6,46,764.5,45,1070.1,46,976.5,45,1073.7,46,1031.9,46,1067.8,46,1063.2,46,904.5,47,923.7,46,861.8,47,1069.2,48
2025-07-23T07:45,21.8,40,16.17,13.66,10.67,27.03,27.3,43.59,43.12,43.49,43.51,43.5,43.56,43.49,43.46,43.55,43.52,43.45,43.44,43.5,43.47,43.62,43.7,43.55,43.58,39,36,17960,37,897.2,47,1064.6,47,795.6,46,1031.4,46,1010.9,47,828.9,45,889.5,46,756.1,46,1074.2,47,962.8,46,1067.3,46,1023.5,47,1061,47,1068.7,47,892.6,47,920.5,47,855.2,47,1063.7,48
2025-07-23T08:00,22,42,16.08,13.57,10.58,27.31,27.24,43.6,43.24,43.48,43.5,43.47,43.57,43.49,43.46,43.49,43.47,43.45,43.43,43.48,43.39,43.62,43.61,43.59,43.57,39,36,17369,36,838.9,48,1066.4,49,766.2,48,991.2,48,974.8,49,789.1,47,857.8,48,710.6,47,1069.6,48,927.6,47,1068.7,48,987.4,48,1017.8,48,1062.8,48,870,49,894.1,48,819.4,49,1068.7,50
2025-07-23T08:15,21.6,44,16.04,13.53,10.54,27.26,27.15,43.63,43.09,43.45,43.52,43.47,43.57,43.5,43.47,43.59,43.49,43.44,43.46,43.48,43.44,43.61,43.63,43.59,43.57,39,36,17960,37,891.4,47,1065.1,47,794.9,47,1031.9,46,1018.7,47,826.4,45,882.7,46,754.5,46,1071,47,961.6,46,1072.4,47,1026.6,47,1063.2,47,1069.6,47,899.9,47,929.2,47,852.7,47,1064.1,48
2025-07-23T08:30,21.2,44,16.05,13.54,10.55,27.26,27.46,43.57,43.16,43.48,43.48,43.48,43.55,43.49,43.46,43.54,43.47,43.44,43.44,43.47,43.45,43.62,43.85,43.59,43.56,39,36,18078,37,889.2,47,1067.3,47,797.6,47,1031.4,46,1014.4,47,831,45,890.3,46,758,46,1069.6,47,981.9,46,1067.8,46,1028.8,47,1066,47,1071.9,47,903.3,47,930,47,859.2,47,1061,48
2025-07-23T08:45,21.8,47,16.02,13.51,10.52,27.45,27.24,43.59,43.2,43.47,43.49,43.45,43.58,43.48,43.47,43.53,43.5,43.43,43.46,43.47,43.41,43.63,43.58,43.56,43.56,39,36,18026,37,880.8,47,1071.9,47,794.2,47,1026.1,46,1008.3,47,822.6,45,885.7,47,754.8,46,1063.2,47,971.5,46,1070.1,47,1019.1,47,1057.3,47,1074.2,47,898.3,47,916.6,47,854.5,47,1065.5,48
2025-07-23T09:00,21.7,37,15.95,13.44,10.44,27.54,27.42,43.68,43.2,43.46,43.5,43.48,43.56,43.49,43.46,43.54,43.48,43.43,43.43,43.5,43.43,43.59,43.66,43.59,43.55,39,36,17917,37,885.7,47,1071.5,47,791.5,47,1027,46,1002.3,47,823.3,45,884.2,46,752.2,46,1073.3,47,973.1,46,1066.4,47,1020.9,47,1058.7,47,1064.1,47,901.8,47,924.8,47,851.2,47,1069.6,48
2025-07-23T09:30,22.1,38,15.92,13.41,10.42,27.44,27.26,43.63,43.15,43.49,43.51,43.46,43.58,43.48,43.46,43.57,43.46,43.43,43.45,43.47,43.45,43.61,43.62,43.59,43.59,39,36,17358,36,852.3,48,1060.5,48,764.2,48,990.4,47,971.9,48,789.1,46,849.4,47,723.5,47,1062.8,48,926,47,1072.4,48,987,48,1010,48,1077.9,48,869.2,48,889.9,48,822.2,48,1064.6,49
2025-07-23T09:45,22.1,39,15.87,13.36,10.37,27.11,27.27,43.47,43.16,43.49,43.5,43.46,43.58,43.48,43.46,43.55,43.49,43.43,43.45,43.49,43.43,43.6,43.74,43.59,43.56,39,36,17228,36,845.4,48,1067.8,49,758.3,48,980.2,48,962.8,48,783.1,46,839.6,48,716.4,47,1069.2,48,917,47,1066.4,48,977.3,48,1004,48,1071.5,48,860.3,48,882.3,48,811.4,48,1064.6,50
2025-07-23T10:00,22.1,35,15.88,13.37,10.38,27.12,27.18,43.58,43.21,43.47,43.51,43.47,43.56,43.49,43.46,43.52,43.52,43.44,43.44,43.5,43.46,43.63,43.52,43.58,43.56,39,36,17136,36,840,48,1073.3,49,754.5,48,976.9,48,961.1,49,779.7,47,836,48,710.3,47,1069.2,49,914.6,47,1072.4,48,971.1,48,993.8,48,1069.2,48,855.2,49,875.2,48,807.2,49,1065.1,50
2025-07-23T10:41,21.3,41,15.88,13.37,10.38,27.36,27.34,43.53,43.17,43.46,43.5,43.47,43.57,43.48,43.46,43.51,43.53,43.42,43.44,43.53,43.44,43.62,43.75,43.58,43.56,39,36,17001,35,827.9,49,1071.5,50,745.8,49,961.1,48,946.5,49,763.2,47,823.3,48,703.1,48,1069.6,49,898.3,48,1071,49,953,49,983.6,49,1070.5,49,845.7,49,860.3,49,801,49,1062.8,50
2025-07-23T10:45,21.55,37,15.97,13.46,10.47,27.18,27.28,43.56,43.18,43.49,43.51,43.44,43.58,43.49,43.46,43.53,43.53,43.42,43.44,43.52,43.42,43.59,43.85,43.58,43.58,39,36,16929,35,828.2,49,1065.1,50,743.6,49,959.5,48,944.8,49,765.2,47,822.2,48,702.5,48,1071.5,49,897.6,48,1069.6,49,955.4,49,980.7,49,1069.2,49,844.7,49,862.2,49,799.3,49,1069.2,50
2025-07-23T11:00,21.8,33,15.94,13.43,10.44,27.31,27.28,43.59,43.19,43.49,43.54,43.45,43.56,43.5,43.48,43.55,43.52,43.43,43.44,43.49,43.39,43.63,43.7,43.57,43.57,39,36,16602,34,806.5,49,1077,50,730,49,938.8,49,925.2,50,748,48,804.1,49,685.8,48,1070.5,50,877.1,48,1066,49,936,49,965.7,49,1067.3,50,833.5,50,846.8,49,784.8,50,1067.3,51
2025-07-23T11:15,21.7,31,15.89,13.38,10.39,27.39,27.31,43.52,43.19,43.48,43.53,43.45,43.56,43.48,43.46,43.52,43.55,43.43,43.44,43.5,43.41,43.64,43.89,43.56,43.59,39,36,16459,34,804.5,50,1070.1,50,722.3,49,925.6,49,917.7,50,738.5,48,796.6,49,678.5,49,1073.3,50,867,49,1067.8,50,924.1,50,950.5,49,1064.6,50,822.6,50,833.9,50,774.7,50,1069.6,51
2025-07-23T11:30,22,32,15.81,13.3,10.31,27.21,27.36,43.63,43.19,43.49,43.51,43.45,43.57,43.49,43.46,43.53,43.62,43.44,43.46,43.52,43.42,43.65,43.72,43.59,43.55,39,36,16465,34,806.5,50,1066,50,721.6,50,924.8,49,915.8,50,738.5,48,790.5,49,679.1,49,1066,50,862.9,49,1066.9,50,926.4,50,947.7,50,1063.7,50,828.9,50,845.7,50,770.8,50,1070.1,51
2025-07-23T11:45,22.3,32,16.19,13.68,10.69,27.31,27.38,43.54,43.2,43.49,43.51,43.47,43.57,43.48,43.46,43.49,43.57,43.42,43.45,43.5,43.44,43.63,43.68,43.57,43.56,39,36,16386,34,798,50,1067.3,51,715.8,50,920.1,49,910.7,50,732.2,48,782.4,49,671.3,49,1064.6,50,856.7,49,1075.1,50,918.1,50,939.2,50,1068.2,50,819,50,833.9,50,762.3,50,1059.6,51
2025-07-23T12:00,22.3,36,15.89,13.38,10.39,27.26,27.37,43.56,43.19,43.48,43.52,43.45,43.56,43.49,43.48,43.54,43.52,43.43,43.46,43.51,43.41,43.63,43.57,43.61,43.56,39,36,16220,33,788.8,50,1066.4,51,709.1,50,911.9,50,905.3,50,727.5,48,776.4,50,667.3,49,1071.5,50,855.6,49,1065.1,50,911.9,50,930.4,50,1062.8,50,809.6,50,828.9,50,758.3,50,1065.5,52
2025-07-23T12:15,22.25,35,16.15,13.64,10.65,27.38,27.32,43.57,43.22,43.49,43.5,43.46,43.58,43.48,43.47,43.59,43.54,43.43,43.45,43.5,43.46,43.61,43.78,43.58,43.58,39,36,16312,34,789.5,50,1060.5,51,717.3,50,916.2,50,899.5,50,734.7,48,779.7,50,671,49,1072.8,51,851.2,49,1067.3,50,910.7,50,934,50,1066.9,50,817.3,50,833.5,50,757.1,51,1067.8,52
2025-07-23T12:30,22.2,34,16.01,13.5,10.51,27.51,27.47,43.54,43.18,43.49,43.52,43.46,43.58,43.48,43.46,43.52,43.5,43.4,43.44,43.5,43.44,43.62,43.73,43.6,43.57,39,36,16535,34,799.7,50,1066.9,50,720.1,50,923.7,49,918.1,50,738.2,48,785.8,49,678.2,49,1071.5,50,866.6,49,1066.4,50,921.3,50,947.3,50,1066,50,821.9,50,837.8,50,765.2,50,1063.2,51
2025-07-23T12:45,20.5,34,15.97,13.46,10.47,27.31,27.23,43.6,43.19,43.45,43.53,43.45,43.57,43.48,43.46,43.45,43.51,43.43,43.44,43.51,43.42,43.62,43.49,43.59,43.57,39,36,17053,35,830.3,49,1071.9,50,746.4,49,956.6,48,951.3,49,764.2,47,819,48,705.8,48,1076,49,904.1,48,1063.7,49,955.4,49,984.4,49,1069.6,49,851.2,49,872.2,49,796.6,49,1066.4,50
2025-07-23T13:00,21.9,38,15.99,13.48,10.49,27.44,27.28,43.58,43.19,43.45,43.54,43.47,43.57,43.49,43.46,43.54,43.48,43.42,43.44,43.48,43.47,43.61,43.33,43.56,43.58,39,36,16604,34,810.7,49,1063.7,50,727.8,49,931.6,49,926,50,744.2,48,795.9,49,684.7,48,1065.5,50,880.1,48,1063.2,49,931.2,50,959.5,49,1069.6,50,830,50,846.8,50,778.4,50,1061,51
2025-07-23T13:15,21.8,35,16.11,13.6,10.61,27.5,27.16,43.6,43.24,43.47,43.49,43.49,43.57,43.48,43.47,43.53,43.54,43.45,43.44,43.47,43.43,43.63,43.69,43.56,43.58,39,36,16702,34,805.2,50,1070.5,50,727.8,49,928.4,49,924.1,50,745.2,48,796.6,49,687,49,1062.8,50,875.2,49,1059.1,50,927.6,50,959.1,50,1065.1,50,829.3,50,851.9,50,775.4,50,1063.2,51
2025-07-23T13:30,22,33,15.99,13.48,10.49,27.46,27.25,43.62,43.23,43.48,43.53,43.47,43.56,43.49,43.46,43.57,43.55,43.43,43.44,43.49,43.42,43.6,43.68,43.57,43.57,39,36,16591,34,801,50,1063.7,51,722.9,50,924.4,49,917.7,50,739.8,48,793.5,49,678.8,49,1067.8,50,870.7,49,1069.2,50,920.1,50,951.3,50,1067.8,50,830.3,50,844.7,50,772.8,50,1071.9,51
2025-07-23T14:00,22.1,33,15.71,13.2,10.21,27.42,27.43,43.59,43.16,43.49,43.51,43.47,43.57,43.48,43.46,43.54,43.51,43.41,43.45,43.48,43.4,43.6,43.79,43.57,43.56,39,36,16315,34,791.8,50,1072.4,51,713.4,50,914.6,50,906,50,730.6,48,780.1,50,669.6,49,1059.6,50,856.3,49,1069.6,50,907.2,50,937.6,50,1067.3,50,818.3,50,831.8,50,757.7,50,1067.3,52
2025-07-23T14:15,22.2,33,15.89,13.38,10.39,27.19,27.24,43.6,43.19,43.47,43.51,43.45,43.56,43.5,43.45,43.48,43.53,43.43,43.44,43.5,43.42,43.6,43.51,43.59,43.58,39,36,16361,34,793.5,50,1067.8,51,717.6,50,917.7,49,909.9,50,731,48,780.4,50,671,49,1067.3,50,858.5,49,1073.3,50,912.3,50,938.8,50,1059.1,50,822.9,50,834.6,50,763.9,50,1074.2,52
2025-07-23T14:30,22.3,33,15.99,13.51,10.52,27.26,27.27,43.63,43.16,43.47,43.5,43.47,43.55,43.5,43.48,43.52,43.53,43.44,43.47,43.5,43.4,43.61,43.79,43.61,43.55,39,36,16038,33,781.1,50,1069.2,51,705.5,50,899.9,50,881.2,51,719.8,49,767.2,50,657.4,50,1073.3,51,841.4,50,1064.1,50,891.1,51,914.6,50,1069.2,51,806.5,51,818.7,51,746.8,51,1063.7,52
2025-07-23T14:45,22.2,37,15.98,13.47,10.54,27.33,27.29,43.7,43.14,43.48,43.52,43.48,43.58,43.48,43.46,43.54,43.53,43.41,43.46,43.49,43.41,43.61,43.75,43.55,43.58,39,36,16186,33,788.1,50,1067.8,51,710,50,904.5,50,886.9,50,722.9,49,769.1,50,661.1,49,1061.4,51,846.1,49,1072.8,50,899.1,50,922.5,50,1065.1,51,807.6,51,823.3,50,748.7,51,1067.8,52
2025-07-23T15:00,22.1,36.33333333,16.08,13.57,10.54,27.27,27.27,43.58,43.26,43.47,43.46,43.44,43.57,43.5,43.46,43.58,43.45,43.44,43.46,43.49,43.43,43.64,43.58,43.57,43.55,39,36,17760,37,865.5,48,1070.5,48,786.8,48,1015.2,47,971.1,48,796.9,46,885,47,746.8,47,1073.7,48,948.1,47,1070.1,48,998.9,48,1045.2,48,1071.9,48,882.7,48,917.7,48,836.8,48,1078.3,49
2025-07-23T15:15,22,35.66666667,16.02,13.51,10.52,27.15,27.46,43.62,43.24,43.48,43.51,43.44,43.56,43.48,43.46,43.55,43.53,43.42,43.44,43.48,43.47,43.61,43.79,43.58,43.56,39,36,16956,35,825.7,49,1065.1,49,752.9,48,964,48,946,49,766.2,47,828.9,48,699.8,48,1067.3,49,910.3,48,1070.1,48,954.2,49,1007.9,48,1066.4,49,841.1,49,869.6,49,801,49,1064.1,50
2025-07-23T15:30,21.9,35,16.05,13.54,10.55,27.23,27.37,43.58,43.22,43.49,43.51,43.47,43.56,43.48,43.46,43.48,43.52,43.43,43.44,43.48,43.45,43.61,43.66,43.59,43.56,39,36,16748,35,817.6,49,1063.7,50,744.5,49,950.1,49,935.6,49,760,47,813.1,49,689.1,48,1069.6,49,891.8,48,1060.5,49,944.8,49,988.7,49,1071.9,49,828.2,49,858.1,49,785.8,49,1063.7,50
2025-07-23T15:45,22.2,36,16.05,13.54,10.55,27.5,27.43,43.48,43.23,43.49,43.49,43.44,43.57,43.48,43.47,43.52,43.5,43.43,43.46,43.52,43.45,43.61,43.63,43.57,43.57,39,36,16719,35,810,49,1064.1,50,738.2,49,942,49,929.2,50,751.9,48,808.6,49,680.6,48,1068.7,50,884.2,48,1065.5,49,940.4,49,979.8,49,1063.7,50,823.3,50,851.9,49,782.1,50,1068.7,51
2025-07-23T16:15,22.3,34,15.99,13.48,10.49,27.31,27.24,43.54,43.2,43.48,43.5,43.46,43.56,43.48,43.46,43.58,43.55,43.41,43.44,43.5,43.43,43.61,43.45,43.6,43.56,39,36,16589,34,806.5,49,1060.5,50,736.3,49,936.4,49,925.6,50,745.5,48,801,49,679.1,48,1064.1,50,881.6,48,1061,49,930.8,49,979,49,1063.2,50,822.2,50,845.4,49,777.4,50,1060.5,51
2025-07-23T16:30,22,35,16.04,13.53,10.54,27.46,27.45,43.54,43.44,43.47,43.52,43.45,43.58,43.49,43.47,43.61,43.48,43.42,43.47,43.5,43.44,43.65,43.86,43.58,43.56,39,36,16972,35,808.9,49,1064.6,50,756.1,49,964.8,48,942.4,49,772.8,47,834.3,48,706.4,48,1066.4,49,918.9,48,1058.7,49,955,49,981.5,49,1068.7,49,860,49,861.4,49,806.9,49,1061.4,50
2025-07-23T16:45,21.9,38,16.07,13.56,10.57,27.46,27.27,43.6,43.13,43.47,43.49,43.47,43.57,43.49,43.46,43.54,43.49,43.45,43.45,43.47,43.52,43.6,43.71,43.59,43.58,39,36,17418,36,852.3,48,1071.5,48,773.7,48,993.8,47,968.6,48,793.2,46,847.6,47,724.7,47,1067.3,48,942,47,1062.8,48,984.9,48,1014.8,48,1061.9,48,885.7,48,878.2,48,831,48,1063.2,49
2025-07-23T17:00,21.9,37,16.12,13.61,10.62,27.26,27.35,43.6,43.17,43.47,43.48,43.46,43.56,43.49,43.46,43.55,43.47,43.43,43.44,43.5,43.46,43.63,44,43.58,43.54,39,36,17371,36,843.9,48,1065.1,49,772.4,48,989.5,48,960.3,48,789.8,46,845.4,48,717.3,47,1074.2,48,943.6,47,1073.3,48,978.1,48,1008.3,48,1064.6,48,880.1,48,876.3,48,822.9,48,1067.3,50
2025-07-23T17:15,21.9,36,16.07,13.56,10.57,27.19,27.18,43.53,43.16,43.47,43.49,43.43,43.57,43.5,43.46,43.57,43.47,43.43,43.45,43.48,43.43,43.6,43.68,43.56,43.59,39,36,17326,36,857,48,1061.4,48,777.7,47,1000.1,47,970.2,48,799.7,46,854.5,47,725.4,47,1067.3,48,948.5,47,1076.5,47,986.6,48,1020.9,48,1063.7,48,892.2,48,882.7,48,835.3,48,1059.6,49
2025-07-23T17:30,22.6,36,16.12,13.61,10.62,27.4,27.32,43.65,43.11,43.49,43.52,43.45,43.56,43.49,43.47,43.52,43.52,43.45,43.46,43.48,43.48,43.62,43.77,43.58,43.57,39,36,17326,36,855.6,48,1077,48,775.4,48,996.3,47,969.4,48,796.9,46,850.1,47,718.9,47,1062.3,48,948.1,47,1069.6,48,983.2,48,1013.1,48,1063.2,48,887.3,48,878.2,48,830.7,48,1072.8,49
2025-07-23T17:45,22.3,33,16.17,13.66,10.67,27.24,27.16,43.61,43.15,43.45,43.5,43.45,43.56,43.49,43.46,43.54,43.44,43.4,43.44,43.48,43.46,43.58,44,43.56,43.56,39,36,17632,37,869.6,47,1061.9,48,785.4,47,1008.3,47,981.5,48,808.6,46,861.4,47,732.8,47,1074.7,48,955.4,47,1066.4,47,996.7,48,1033.2,47,1064.1,47,897.2,48,889.2,48,842.5,48,1072.4,49
2025-07-23T18:00,22.5,32,15.91,13.4,10.41,27.49,27.59,43.54,43.23,43.49,43.5,43.48,43.55,43.48,43.47,43.59,43.43,43.43,43.45,43.49,43.44,43.61,43.98,43.55,43.57,39,36,17653,37,861.8,47,1062.8,48,787.4,47,1008.7,47,979,48,811.7,46,866.3,47,731.3,46,1066.4,48,970.6,47,1063.2,47,997.6,48,1035,47,1072.8,47,899.1,48,898.7,47,843.9,48,1062.8,49
2025-07-23T18:30,21.8,40,16.22,13.71,10.72,27.27,27.36,43.49,43.24,43.48,43.5,43.5,43.57,43.48,43.46,43.59,43.46,43.45,43.44,43.48,43.48,43.6,43.8,43.58,43.6,39,36,17911,38,872.9,47,1067.8,48,798.3,47,1020.5,47,989.5,47,820.8,45,878.2,47,737.9,46,1066,47,983.6,46,1071,47,1007,47,1045.2,47,1074.7,47,909.2,47,906,47,852.3,48,1058.7,48
2025-07-23T18:45,22.3,42,15.71,13.2,10.21,27.36,27.25,43.53,43.19,43.45,43.53,43.47,43.57,43.5,43.46,43.6,43.44,43.42,43.44,43.47,43.43,43.58,43.89,43.58,43.55,39,36,18104,39,896,47,1073.7,47,809.3,46,1041.2,46,1009.6,47,832.8,45,893.7,46,756.7,45,1068.7,47,1005.7,46,1064.6,46,1031,47,1064.6,46,1065.5,46,922.9,47,923.3,47,867.4,47,1062.8,48
2025-07-23T19:00,21.9,39,15.67,13.16,10.17,27.35,27.41,43.56,43.17,43.48,43.5,43.5,43.57,43.49,43.46,43.6,43.45,43.42,43.44,43.51,43.45,43.63,43.54,43.6,43.59,39,36,18152,39,897.9,47,1068.7,47,812.4,46,1044.3,46,1010.9,47,837.5,45,900.3,46,756.1,45,1070.1,47,1009.2,45,1063.7,46,1035.9,47,1066.4,46,1066,46,924.4,47,930.4,47,870.7,47,1066.9,48
2025-07-23T19:15,22.5,38,15.71,13.2,10.21,27.44,27.25,43.54,43.24,43.47,43.48,43.44,43.57,43.49,43.46,43.6,43.43,43.45,43.44,43.51,43.5,43.59,43.88,43.58,43.56,39,36,18091,39,888.4,47,1059.6,47,811.7,46,1038.5,46,1009.6,47,833.5,45,893.3,46,752.5,45,1064.1,47,1005.3,46,1074.2,46,1027.9,47,1057.8,46,1060.5,46,921.3,47,920.5,47,867.7,47,1060.5,48
2025-07-23T19:30,21.7,39,15.68,13.17,10.18,27.43,27.65,43.51,43.23,43.48,43.48,43.47,43.56,43.5,43.46,43.53,43.46,43.4,43.44,43.49,43.46,43.62,43.83,43.58,43.58,39,36,18231,39,901.4,46,1067.3,47,819.4,46,1051,46,1018.3,47,846.1,45,906,46,760.6,45,1067.8,46,1017.8,45,1070.5,46,1037.6,46,1072.8,46,1062.8,46,933.2,47,931.6,46,874.1,47,1075.6,48
